customer_id,registration_date,segment,region,channel_registered,age_band,first_transaction_date,last_transaction_date,total_transactions,total_value_ksh,monthly_active_months,status,preferred_product,value_flag,is_activated
CUS00483,2024-06-22,Mass Market,Kisumu,Agent,36-45,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01286,2024-09-22,Mass Market,Kisumu,Branch,18-25,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01675,2024-04-04,Mass Market,Mombasa,USSD,46-55,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00533,2024-11-21,Mass Market,Nakuru,Branch,26-35,2024-11-24,2024-12-02,5,8000.54,1,Active,Mobile Transfer,,1
CUS00186,2024-11-03,Mass Market,Nairobi,Agent,46-55,2024-11-10,2024-12-03,2,3560.36,1,Active,Bill Pay,,1
CUS00707,2024-10-24,Mass Market,Kisumu,Agent,26-35,2024-11-12,2024-11-17,2,1750.16,1,Dormant,Airtime,,1
CUS00651,2024-04-30,Mass Market,Kisumu,Mobile App,46-55,2024-05-04,2024-09-01,4,4066.06,2,Churned,Digital Loan,,1
CUS01300,2024-11-02,Mass Affluent,Kisumu,USSD,55+,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01108,2024-08-23,Mass Market,Nairobi,Agent,36-45,2024-08-31,2024-11-20,2,2075.45,1,Dormant,Bill Pay,,1
CUS01211,2024-05-25,Mass Affluent,Nairobi,USSD,46-55,2024-06-05,2024-06-30,24,221471.62,3,Churned,Mobile Transfer,,1
CUS00301,2024-10-29,SME,Mombasa,USSD,36-45,2024-11-17,2024-12-21,8,185765.36,1,Active,Merchant Pay,,1
CUS00746,2024-05-09,Mass Market,Mombasa,Mobile App,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01958,2024-10-07,Mass Market,Nakuru,Mobile App,36-45,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00979,2024-01-27,Mass Market,Nakuru,Mobile App,36-45,2024-02-10,2024-12-12,16,29595.08,4,Active,Airtime,,1
CUS01515,2024-09-16,Corporate,Nairobi,Mobile App,26-35,2024-09-22,2024-10-11,25,6484917.38,2,Dormant,Mobile Transfer,,1
CUS00614,2024-09-25,Mass Market,Mombasa,Mobile App,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00713,2024-03-08,Mass Market,Kisumu,Mobile App,26-35,2024-03-21,2024-06-22,16,36319.13,4,Churned,Bill Pay,,1
CUS01274,2024-11-23,Mass Affluent,Kisumu,Mobile App,46-55,2024-11-27,2024-12-12,12,52529.8,1,Active,Bill Pay,,1
CUS00121,2024-09-09,Mass Market,Nairobi,Branch,36-45,2024-09-26,2024-10-14,2,3679.04,1,Dormant,Bill Pay,,1
CUS01101,2024-08-03,Corporate,Mombasa,Branch,36-45,2024-08-05,2024-11-08,79,20158511.54,4,Dormant,Digital Loan,,1
CUS01358,2024-09-08,Mass Market,Nairobi,Agent,26-35,2024-09-19,2024-12-01,5,7611.82,1,Active,Bill Pay,,1
CUS00079,2024-08-17,Mass Market,Nairobi,Mobile App,36-45,2024-08-22,2024-10-30,3,2780.82,1,Dormant,Merchant Pay,,1
CUS01610,2024-09-30,SME,Mombasa,Mobile App,46-55,2024-10-20,2024-11-05,20,849136.18,1,Dormant,Airtime,,1
CUS01037,2024-02-01,Mass Affluent,Nakuru,Mobile App,18-25,2024-02-02,2024-11-25,62,638993.72,5,Dormant,Airtime,,1
CUS01448,2024-01-28,Mass Market,Eldoret,Agent,26-35,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01484,2024-06-28,Mass Market,Nairobi,Branch,26-35,2024-07-08,2024-10-12,10,19813.68,2,Dormant,Bill Pay,,1
CUS01945,2024-03-14,Mass Affluent,Nairobi,Mobile App,26-35,2024-03-17,2024-05-01,48,341094.44,4,Churned,Merchant Pay,,1
CUS01551,2024-05-15,Mass Market,Nairobi,Mobile App,36-45,2024-05-26,2024-10-10,8,5677.48,2,Dormant,Airtime,,1
CUS00621,2024-02-13,Mass Affluent,Eldoret,Agent,18-25,2024-02-24,2024-05-16,54,516681.18,5,Churned,Bill Pay,,1
CUS00986,2024-02-10,Mass Affluent,Nairobi,Branch,36-45,2024-02-16,2024-04-09,32,339180.95,6,Churned,Bill Pay,,1
CUS01735,2024-04-28,SME,Kisumu,USSD,26-35,2024-05-02,2024-09-13,28,1620789.65,4,Churned,Bill Pay,,1
CUS00176,2024-11-20,Mass Market,Nairobi,Mobile App,26-35,2024-12-06,2024-12-10,2,3101.31,1,Active,Bill Pay,,1
CUS01857,2024-03-03,Mass Market,,Mobile App,36-45,,,0,0.0,0,Dormant,Airtime,,0
CUS01179,2024-05-10,SME,Nairobi,Agent,36-45,2024-05-27,2024-10-17,22,441910.8,3,Dormant,Digital Loan,,1
CUS00136,2024-03-11,Mass Affluent,Kisumu,Mobile App,46-55,2024-03-21,2024-12-30,35,265148.31,5,Active,Bill Pay,,1
CUS00694,2024-02-13,Mass Affluent,Kisumu,USSD,46-55,2024-02-19,2024-11-22,74,352076.16,6,Dormant,Airtime,,1
CUS01801,2024-10-25,Mass Market,Nairobi,Mobile App,18-25,2024-11-01,2024-12-24,3,3727.25,1,Active,Airtime,,1
CUS01620,2024-11-20,Mass Market,Nakuru,Mobile App,18-25,2024-11-23,2024-12-04,2,1755.12,1,Active,Bill Pay,,1
CUS00124,2024-05-27,Mass Affluent,Mombasa,Mobile App,18-25,2024-06-17,2024-11-04,28,204632.79,3,Dormant,Digital Loan,,1
CUS00368,2024-05-21,Mass Market,Kisumu,Mobile App,36-45,2024-05-27,2024-07-31,8,20204.34,2,Churned,Digital Loan,,1
CUS01229,2024-03-21,Mass Market,Kisumu,USSD,26-35,2024-04-05,2024-09-21,8,15906.48,2,Churned,Mobile Transfer,,1
CUS01568,2024-05-02,SME,Eldoret,USSD,36-45,2024-05-18,2024-12-13,80,2295387.97,5,Active,Bill Pay,,1
CUS00040,2024-08-02,Mass Market,Nairobi,USSD,26-35,2024-08-03,2024-08-13,3,2790.87,1,Churned,Mobile Transfer,,1
CUS01005,2024-02-11,Mass Market,Mombasa,Mobile App,26-35,2024-02-13,2024-02-23,9,21430.0,4,Churned,Bill Pay,,1
CUS00580,2024-09-15,SME,Nairobi,Branch,36-45,,,0,0.0,0,Dormant,Airtime,,0
CUS00332,2024-03-08,Mass Market,Nairobi,Agent,18-25,2024-03-10,2024-09-10,8,19643.96,3,Churned,Bill Pay,,1
CUS00375,2024-02-02,Mass Market,Nakuru,Agent,36-45,,,0,0.0,0,Dormant,Digital Loan,,0
CUS00916,2024-06-10,Mass Market,Nairobi,Agent,36-45,2024-06-25,2024-09-02,11,11692.51,2,Churned,Mobile Transfer,,1
CUS00195,2024-11-10,Mass Market,Nairobi,Mobile App,36-45,2024-11-20,2024-11-22,5,10707.56,1,Dormant,Airtime,,1
CUS00317,2024-03-12,Mass Market,Eldoret,Agent,26-35,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01186,2024-07-28,Mass Affluent,Nairobi,Mobile App,36-45,2024-08-06,2024-12-01,16,214902.66,3,Active,Bill Pay,,1
CUS00255,2024-01-15,Mass Market,Eldoret,Agent,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00465,2024-05-22,SME,Nakuru,Mobile App,36-45,2024-05-31,2024-12-05,65,4045697.34,4,Active,Bill Pay,,1
CUS00528,2024-06-06,Mass Affluent,Nairobi,Mobile App,26-35,2024-06-15,2024-09-03,30,285966.54,3,Churned,Airtime,,1
CUS01690,2024-02-11,Mass Market,Nairobi,Mobile App,46-55,2024-03-01,2024-08-10,10,18011.25,2,Churned,Bill Pay,,1
CUS00033,2024-07-22,Mass Market,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00907,2024-05-13,SME,Eldoret,Mobile App,36-45,2024-06-01,2024-08-08,103,5116676.49,5,Churned,Airtime,,1
CUS01724,2024-06-16,Mass Market,Kisumu,Mobile App,46-55,2024-06-20,2024-11-21,6,9060.72,2,Dormant,Mobile Transfer,,1
CUS00600,2024-07-18,Mass Market,Mombasa,USSD,26-35,2024-07-31,2024-09-25,4,7848.35,2,Churned,Mobile Transfer,,1
CUS00323,2024-04-18,Mass Market,Nairobi,Agent,26-35,2024-04-26,2024-12-23,7,17711.21,2,Active,Airtime,,1
CUS00110,2024-10-22,Mass Market,Nairobi,USSD,36-45,2024-11-12,2024-12-15,3,7090.25,1,Active,Airtime,,1
CUS01434,2024-11-11,Mass Affluent,Eldoret,Mobile App,26-35,,2024-11-29,12,68374.76,1,Dormant,Mobile Transfer,,0
CUS01337,2024-09-15,Mass Market,Kisumu,USSD,26-35,2024-09-26,2024-12-10,2,2119.96,1,Active,Mobile Transfer,,1
CUS00267,2024-04-22,SME,,USSD,18-25,2024-05-02,2024-09-29,81,4452904.53,5,Churned,Digital Loan,,1
CUS00783,2024-11-25,Mass Affluent,Nairobi,USSD,26-35,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS00383,2024-05-21,Mass Market,Nairobi,Agent,36-45,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01035,2024-08-25,Mass Market,Nairobi,Agent,18-25,,,0,0.0,0,Dormant,Airtime,,0
CUS00937,2024-08-05,Mass Affluent,Kisumu,Agent,36-45,2024-08-26,2024-09-20,7,42193.52,1,Churned,Airtime,,1
CUS01687,2024-03-25,Mass Market,Nairobi,USSD,55+,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01342,2024-03-07,Mass Market,Nairobi,Agent,55+,2024-03-21,2024-06-12,17,34944.75,3,Churned,Bill Pay,,1
CUS00068,2024-07-04,SME,Mombasa,Mobile App,55+,2024-07-16,2024-08-21,28,719163.64,3,Churned,Digital Loan,,1
CUS01235,2024-07-05,SME,Kisumu,Mobile App,26-35,2024-07-20,2024-11-10,56,2316946.73,3,Dormant,Mobile Transfer,,1
CUS00240,2024-09-29,Mass Market,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01241,2024-10-09,Mass Market,Mombasa,Mobile App,36-45,2024-10-19,2024-11-09,4,0.0,1,Dormant,Airtime,Review Required,1
CUS01226,2024-04-14,Mass Affluent,Nakuru,USSD,26-35,2024-04-30,2024-06-28,22,276540.19,5,Churned,Merchant Pay,,1
CUS00680,2024-05-17,Mass Market,Nakuru,Mobile App,36-45,2024-05-30,2024-07-18,9,7850.11,2,Churned,Airtime,,1
CUS01822,2024-11-14,SME,Nairobi,Mobile App,18-25,2024-11-27,2024-12-22,7,125873.31,1,Active,Digital Loan,,1
CUS01831,2024-01-20,SME,Nakuru,Branch,26-35,,,0,0.0,0,Dormant,Digital Loan,,0
CUS00486,2024-05-17,Mass Affluent,Nairobi,Mobile App,55+,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS00164,2024-03-05,Mass Market,Nairobi,Branch,55+,2024-03-24,2024-11-12,13,32339.09,4,Dormant,Mobile Transfer,,1
CUS00980,2024-01-31,Mass Affluent,Mombasa,Mobile App,55+,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00213,2024-09-04,Mass Market,Mombasa,Agent,26-35,2024-09-10,2024-12-26,2,5313.1,1,Active,Mobile Transfer,,1
CUS00204,2024-06-26,SME,Nakuru,Agent,26-35,2024-07-10,2024-12-17,35,1352773.21,3,Active,Mobile Transfer,,1
CUS00481,2024-08-20,Corporate,Nairobi,Branch,26-35,2024-08-30,2024-09-05,44,6627144.29,3,Churned,Mobile Transfer,,1
CUS01182,2024-11-29,Mass Market,Eldoret,Branch,26-35,2024-12-14,2024-12-28,4,7334.56,1,Active,Mobile Transfer,,1
CUS01420,2024-11-11,SME,Nairobi,Mobile App,36-45,2024-11-14,2024-12-18,19,999515.34,1,Active,Merchant Pay,,1
CUS00814,2024-08-19,Mass Market,Eldoret,Mobile App,26-35,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS00706,2024-02-08,SME,Eldoret,Mobile App,26-35,,,0,0.0,0,Dormant,Airtime,,0
CUS00863,2024-01-17,Mass Market,Kisumu,Branch,36-45,,,0,0.0,0,Dormant,Airtime,,0
CUS00830,2024-05-12,Mass Affluent,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS00584,2024-02-15,Mass Market,Nairobi,Branch,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00926,2024-11-28,Mass Affluent,Nairobi,Branch,46-55,2024-12-18,2024-12-20,12,0.0,1,Active,Bill Pay,Review Required,1
CUS00778,2024-01-26,Mass Market,Nairobi,USSD,36-45,2024-02-05,2024-08-12,13,15386.67,3,Churned,Bill Pay,,1
CUS01575,2024-01-04,Mass Affluent,Eldoret,Mobile App,18-25,2024-01-09,2024-10-31,45,438029.34,5,Dormant,Digital Loan,,1
CUS00417,2024-07-22,Mass Market,Kisumu,Agent,18-25,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00428,2024-07-01,SME,Nairobi,Mobile App,18-25,2024-07-09,2024-07-16,18,993827.15,2,Churned,Bill Pay,,1
CUS00573,2024-07-14,Mass Affluent,Kisumu,USSD,36-45,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01117,2024-05-17,Mass Market,Eldoret,Agent,36-45,2024-05-18,2024-10-12,6,12792.34,2,Dormant,Mobile Transfer,,1
CUS00352,2024-03-13,Mass Market,Nairobi,Mobile App,36-45,2024-03-31,2024-09-08,9,15775.12,2,Churned,Airtime,,1
CUS01795,2024-10-27,Mass Market,Nairobi,USSD,36-45,2024-11-04,2024-11-27,3,2464.23,1,Dormant,Airtime,,1
CUS01794,2024-10-20,Mass Affluent,Nairobi,Agent,36-45,2024-10-27,2024-11-22,12,61155.96,1,Dormant,Mobile Transfer,,1
CUS01424,2024-05-09,Mass Affluent,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01978,2024-09-04,Mass Market,Mombasa,Mobile App,36-45,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00480,2024-03-03,Mass Market,Nairobi,USSD,36-45,,,0,0.0,0,Dormant,Digital Loan,,0
CUS01158,2024-04-09,Corporate,Nakuru,Mobile App,26-35,2024-04-21,2024-12-08,77,12027529.44,5,Active,Digital Loan,,1
CUS00451,2024-01-21,Mass Market,Kisumu,Mobile App,26-35,2024-02-04,2024-02-12,8,13016.09,4,Churned,Merchant Pay,,1
CUS01147,2024-04-28,Mass Market,Mombasa,Branch,36-45,2024-05-03,2024-07-04,5,12055.21,2,Churned,Digital Loan,,1
CUS00345,2024-01-10,Mass Market,Nakuru,Agent,26-35,2024-01-12,2024-12-30,16,28040.02,4,Active,Airtime,,1
CUS00862,2024-03-06,Corporate,Nakuru,Agent,26-35,2024-03-20,2024-08-23,160,32678888.85,5,Churned,Airtime,,1
CUS01343,2024-02-12,Corporate,Kisumu,Agent,36-45,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01865,2024-07-23,Mass Market,Kisumu,Agent,26-35,2024-08-01,2024-11-18,3,4822.15,1,Dormant,Mobile Transfer,,1
CUS00282,2024-02-13,Corporate,Mombasa,Agent,36-45,,,0,0.0,0,Dormant,Digital Loan,,0
CUS01394,2024-02-28,SME,Kisumu,Mobile App,36-45,2024-03-12,2024-07-12,71,4347134.28,6,Churned,Bill Pay,,1
CUS00809,2024-04-16,Mass Affluent,Mombasa,Mobile App,36-45,2024-05-05,2024-11-02,36,256330.99,4,Dormant,Bill Pay,,1
CUS01382,2024-07-09,Mass Market,Nairobi,Mobile App,26-35,2024-07-13,2024-08-01,2,1562.27,1,Churned,Bill Pay,,1
CUS00219,2024-05-15,Mass Affluent,Nairobi,Mobile App,36-45,2024-05-31,2024-10-22,32,453709.67,3,Dormant,Airtime,,1
CUS01602,2024-11-20,Mass Affluent,Kisumu,Mobile App,36-45,2024-12-09,2024-12-29,9,94422.06,1,Active,Bill Pay,,1
CUS01589,2024-01-17,Mass Affluent,Nairobi,USSD,18-25,2024-01-30,2024-11-05,52,546872.15,4,Dormant,Merchant Pay,,1
CUS01943,2024-02-21,Mass Market,Nairobi,Mobile App,18-25,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01669,2024-01-28,Mass Affluent,Mombasa,Agent,36-45,2024-02-08,2024-11-09,34,238812.08,5,Dormant,Digital Loan,,1
CUS01030,2024-11-16,Corporate,Nairobi,USSD,36-45,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00942,2024-06-22,SME,Nakuru,Mobile App,26-35,2024-06-30,2024-10-13,22,1123956.43,3,Dormant,Mobile Transfer,,1
CUS00734,2024-07-11,Mass Affluent,Kisumu,Mobile App,18-25,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01475,2024-11-22,Corporate,Nairobi,Mobile App,18-25,2024-11-27,2024-12-14,19,2740558.53,1,Active,Mobile Transfer,,1
CUS00693,2024-06-08,Mass Market,Mombasa,Mobile App,36-45,2024-06-18,2024-07-02,4,5225.83,1,Churned,Mobile Transfer,,1
CUS01768,2024-05-20,Mass Affluent,Mombasa,Mobile App,36-45,2024-06-05,2024-07-31,26,267788.78,4,Churned,Bill Pay,,1
CUS01625,2024-09-01,SME,Nairobi,Mobile App,26-35,2024-09-05,2024-10-07,28,1672444.37,2,Dormant,Digital Loan,,1
CUS00262,2024-06-25,Mass Market,Nairobi,Branch,36-45,2024-07-04,2024-10-03,3,6444.67,1,Dormant,Mobile Transfer,,1
CUS00608,2024-01-23,Mass Market,Nairobi,Mobile App,18-25,2024-02-03,2024-09-25,6,6942.82,3,Churned,Mobile Transfer,,1
CUS01967,2024-02-29,Mass Market,Nairobi,USSD,36-45,2024-03-18,2024-05-05,14,21243.74,4,Churned,Mobile Transfer,,1
CUS01363,2024-06-28,SME,Kisumu,Mobile App,36-45,2024-07-05,2024-11-11,57,3564645.62,3,Dormant,Airtime,,1
CUS00530,2024-04-27,Mass Market,Nairobi,Mobile App,18-25,2024-04-29,2024-05-06,14,20777.95,3,Churned,Airtime,,1
CUS00241,2024-10-04,SME,Nairobi,Mobile App,55+,2024-10-06,2024-12-17,11,508897.07,1,Active,Mobile Transfer,,1
CUS01161,2024-09-19,Mass Market,Kisumu,Mobile App,26-35,2024-10-08,2024-10-14,4,5936.95,1,Dormant,Mobile Transfer,,1
CUS00953,2024-04-12,Corporate,Eldoret,Branch,46-55,2024-05-03,2024-11-28,72,8679116.51,5,Dormant,Digital Loan,,1
CUS00820,2024-04-08,SME,Nairobi,Mobile App,46-55,2024-04-23,2024-08-09,28,471704.29,4,Churned,Mobile Transfer,,1
CUS01963,2024-04-19,SME,Eldoret,Agent,26-35,2024-05-09,2024-09-30,50,1608440.15,3,Churned,Mobile Transfer,,1
CUS01419,2024-03-31,Mass Market,Mombasa,Mobile App,26-35,2024-04-03,2024-10-04,12,16741.46,3,Dormant,Bill Pay,,1
CUS01779,2024-07-23,Mass Market,Nairobi,Agent,46-55,2024-07-27,2024-12-24,6,10360.22,2,Active,Airtime,,1
CUS00115,2024-01-12,SME,Mombasa,Mobile App,18-25,2024-01-24,2024-07-28,64,2880115.27,5,Churned,Bill Pay,,1
CUS01092,2024-03-23,Mass Market,Nairobi,Agent,36-45,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01290,2024-03-04,Mass Affluent,Nairobi,Mobile App,18-25,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00212,2024-09-02,Corporate,Mombasa,Mobile App,36-45,2024-09-21,2024-11-30,36,9989242.54,2,Dormant,Merchant Pay,,1
CUS00351,2024-03-29,Mass Affluent,Nairobi,Mobile App,46-55,2024-04-01,2024-04-26,57,762399.74,5,Churned,Mobile Transfer,,1
CUS00325,2024-09-13,Mass Market,Nairobi,USSD,36-45,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00366,2024-05-07,Mass Market,Nairobi,Mobile App,55+,2024-05-12,2024-08-14,8,8792.17,2,Churned,Mobile Transfer,,1
CUS01474,2024-02-02,Mass Market,Nakuru,Agent,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01111,2024-10-02,Mass Market,Nakuru,Mobile App,36-45,2024-10-23,2024-11-18,2,4493.11,1,Dormant,Mobile Transfer,,1
CUS01248,2024-07-08,Mass Market,Kisumu,USSD,36-45,2024-07-19,2024-07-24,5,11302.64,2,Churned,Bill Pay,,1
CUS00555,2024-04-04,SME,Eldoret,Mobile App,18-25,2024-04-07,2024-05-16,78,3364409.59,5,Churned,Merchant Pay,,1
CUS00591,2024-06-02,Mass Market,Mombasa,Agent,18-25,2024-06-13,2024-08-09,4,9361.6,2,Churned,Mobile Transfer,,1
CUS00964,2024-11-08,Mass Market,Kisumu,USSD,46-55,2024-11-26,2024-12-24,2,1377.21,1,Active,Airtime,,1
CUS01619,2024-01-18,SME,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS00722,2024-09-05,Mass Affluent,Nakuru,USSD,18-25,2024-09-14,2024-11-15,8,71374.66,1,Dormant,Airtime,,1
CUS00050,2024-10-19,Mass Affluent,Kisumu,USSD,18-25,2024-11-05,2024-12-06,6,81199.94,1,Active,Mobile Transfer,,1
CUS01266,2024-06-10,SME,Mombasa,Agent,26-35,,,0,0.0,0,Dormant,Airtime,,0
CUS00211,2024-08-26,Corporate,Nakuru,Agent,26-35,2024-08-31,2024-12-22,56,8256741.39,3,Active,Mobile Transfer,,1
CUS01281,2024-04-03,Mass Affluent,Nakuru,Mobile App,36-45,2024-04-15,2024-06-14,37,147853.6,5,Churned,Digital Loan,,1
CUS01176,2024-03-13,Mass Market,Mombasa,Mobile App,36-45,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01357,2024-03-08,Mass Market,Eldoret,Mobile App,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00583,2024-05-15,SME,Mombasa,Agent,26-35,2024-05-22,2024-11-27,62,2860806.41,4,Dormant,Mobile Transfer,,1
CUS00072,2024-05-04,Mass Market,Mombasa,USSD,55+,,,0,0.0,0,Dormant,Airtime,,0
CUS00999,2024-08-14,Mass Affluent,Eldoret,Branch,26-35,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS00260,2024-04-09,Mass Market,Nairobi,Mobile App,36-45,2024-04-14,2024-07-26,11,20949.03,2,Churned,Airtime,,1
CUS00052,2024-04-06,Mass Market,,Mobile App,18-25,2024-04-18,2024-07-31,8,6380.62,2,Churned,Bill Pay,,1
CUS00199,2024-11-10,Mass Affluent,Nakuru,Mobile App,36-45,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01650,2024-01-16,Mass Affluent,Kisumu,USSD,55+,2024-01-27,2024-11-20,32,358665.69,7,Dormant,Digital Loan,,1
CUS01320,2024-09-07,SME,Nakuru,Mobile App,18-25,2024-09-26,2024-09-26,17,543200.47,1,Churned,Merchant Pay,,1
CUS01885,2024-03-07,Mass Market,Nairobi,Mobile App,26-35,2024-03-11,2024-03-18,14,19709.41,3,Churned,Mobile Transfer,,1
CUS01992,2024-09-11,Mass Market,Mombasa,Agent,26-35,2024-09-12,2024-11-15,3,3544.95,1,Dormant,Airtime,,1
CUS00985,2024-02-27,Mass Market,Nairobi,Agent,55+,2024-03-01,2024-06-08,14,18994.66,3,Churned,Airtime,,1
CUS01767,2024-08-10,Mass Affluent,Mombasa,USSD,26-35,2024-08-17,2024-10-18,12,53131.48,2,Dormant,Airtime,,1
CUS00333,2024-02-01,Mass Market,Nairobi,Mobile App,36-45,2024-02-16,2024-07-17,16,43026.06,3,Churned,Merchant Pay,,1
CUS01878,2024-07-24,Mass Market,Eldoret,Mobile App,26-35,2024-08-08,2024-09-22,4,8532.75,1,Churned,Mobile Transfer,,1
CUS00963,2024-09-10,Mass Affluent,Nairobi,Mobile App,36-45,2024-09-17,2024-11-06,10,125247.89,1,Dormant,Airtime,,1
CUS00870,2024-07-19,Mass Market,Nakuru,Branch,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00416,2024-02-18,Mass Market,Kisumu,Agent,18-25,2024-03-08,2024-05-24,17,22491.46,3,Churned,Mobile Transfer,,1
CUS00274,2024-09-04,Corporate,Nairobi,Mobile App,36-45,2024-09-24,2024-11-02,37,7589491.18,2,Dormant,Merchant Pay,,1
CUS01354,2024-11-10,Mass Affluent,Nairobi,Mobile App,36-45,2024-11-13,2024-12-03,7,49977.82,1,Active,Digital Loan,,1
CUS01495,2024-01-23,Mass Market,Mombasa,USSD,46-55,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01464,2024-07-06,Mass Market,Eldoret,Mobile App,36-45,2024-07-16,2024-08-31,2,1972.11,1,Churned,Bill Pay,,1
CUS00251,2024-04-12,SME,Nairobi,USSD,18-25,2024-04-20,2024-05-31,67,3352931.13,4,Churned,Bill Pay,,1
CUS00414,2024-08-27,Corporate,Mombasa,Mobile App,36-45,2024-09-12,2024-10-11,61,17387603.98,2,Dormant,Airtime,,1
CUS00620,2024-04-27,Mass Affluent,Eldoret,Mobile App,36-45,2024-05-12,2024-05-20,39,454930.14,3,Churned,Mobile Transfer,,1
CUS01316,2024-04-01,Mass Affluent,Nairobi,Agent,46-55,2024-04-09,2024-10-02,41,240988.67,5,Dormant,Airtime,,1
CUS00592,2024-06-04,Mass Market,Eldoret,Agent,36-45,2024-06-11,2024-06-13,9,10647.57,2,Churned,Bill Pay,,1
CUS00311,2024-03-08,Mass Market,Nakuru,USSD,55+,2024-03-26,2024-09-11,16,14754.57,3,Churned,Mobile Transfer,,1
CUS00915,2024-05-22,Mass Market,Nakuru,Mobile App,18-25,,2024-10-07,5,10342.83,2,Dormant,Mobile Transfer,,0
CUS00382,2024-04-12,Mass Market,Nairobi,Mobile App,36-45,2024-04-23,2024-06-18,15,12720.75,3,Churned,Airtime,,1
CUS00737,2024-06-18,Mass Market,Kisumu,USSD,26-35,2024-06-29,2024-12-12,5,8795.01,2,Active,Airtime,,1
CUS00426,2024-08-03,Corporate,Nairobi,USSD,55+,2024-08-10,2024-12-24,123,31377100.02,4,Active,Mobile Transfer,,1
CUS01908,2024-08-06,Mass Affluent,Mombasa,Agent,26-35,2024-08-10,2024-08-27,11,126041.95,1,Churned,Airtime,,1
CUS00535,2024-07-26,Mass Market,Nakuru,USSD,36-45,2024-08-04,2024-08-09,2,2258.15,1,Churned,Bill Pay,,1
CUS00756,2024-01-25,Mass Affluent,Nakuru,Branch,18-25,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01623,2024-11-19,Mass Market,Nakuru,Mobile App,26-35,2024-11-21,2024-12-26,2,3675.52,1,Active,Digital Loan,,1
CUS01990,2024-08-27,Mass Market,Mombasa,USSD,18-25,2024-09-12,2024-12-09,2,4143.72,1,Active,Digital Loan,,1
CUS01844,2024-08-31,Corporate,Nairobi,USSD,36-45,2024-09-18,2024-09-20,90,17219911.6,3,Churned,Merchant Pay,,1
CUS01365,2024-05-09,Mass Market,Nakuru,Agent,36-45,,,0,0.0,0,,Bill Pay,,0
CUS00409,2024-11-25,Mass Market,Nakuru,USSD,46-55,2024-11-27,2024-12-31,2,2422.45,1,Active,Airtime,,1
CUS00906,2024-07-17,Mass Market,Kisumu,Mobile App,46-55,2024-07-23,2024-12-26,9,7412.76,2,Active,Mobile Transfer,,1
CUS01624,2024-05-27,Mass Affluent,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00887,2024-03-05,Mass Market,Nairobi,Mobile App,46-55,,,0,0.0,0,Dormant,Airtime,,0
CUS01243,2024-11-24,Mass Affluent,Kisumu,Agent,55+,2024-12-11,2024-12-26,12,148084.21,1,Active,Merchant Pay,,1
CUS01468,2024-03-09,Mass Affluent,Nairobi,Branch,26-35,2024-03-29,2024-10-01,46,528363.28,5,Churned,Bill Pay,,1
